,sp|P60015.1|OPSB_PANTR,sp|P03999.2|OPSB_HUMAN,sp|O13092.1|OPSB_SAIBB,sp|Q63652.2|OPSB_RAT,sp|P51491.1|OPSB_MOUSE,sp|P51490.1|OPSB_BOVIN,sp|O57605.1|OPSUV_MELUD,sp|P28684.1|OPSV_CHICK,sp|P51473.1|OPSV_XENLA,sp|P87368.1|OPSV_ORYLA,sp|Q9W6A9.2|OP1S1_DANRE,sp|Q90309.1|OPSUV_CARAU,sp|P32310.1|OPSB_CARAU,sp|P87365.1|OPSB_ORYLA,sp|Q8AYM7.1|OPSG3_DANRE,sp|Q9W6A6.2|OPSG4_DANRE,sp|Q8HY69.2|OPSD_SMICR,sp|P28682.1|OPSB_CHICK,sp|P56516.1|OPSD_RANTE,sp|P51476.1|OPSP_COLLI,sp|P51472.1|OPSB_PSAFA,sp|Q8AYM8.1|OPSG2_DANRE,sp|Q9W6A8.1|OP1S2_DANRE,sp|P35357.1|OPSB_GEKGE,sp|P51470.1|OPSD_AQUCT,sp|Q9W6A5.2|OPSG1_DANRE,sp|P41591.1|OPSD_ANOCA,sp|P31355.1|OPSD_LITPI,sp|Q90245.1|OPSD_AMBTI,sp|O93441.1|OPSD_GALML,sp|O93459.1|OPSD_SCYCA,sp|P28683.1|OPSG_CHICK,sp|P51489.1|OPSD_RAT,sp|O13227.1|OPSB_CONCO,sp|P32311.1|OPSG1_CARAU,sp|P49912.1|OPSD_RABIT,sp|Q28886.1|OPSD_MACFA,sp|O62795.1|OPSD_PAGGO,sp|P52202.1|OPSD_ALLMI,sp|O62794.1|OPSD_PHOVI,sp|Q769E8.1|OPSD_OTOCR,sp|P02699.1|OPSD_BOVIN,sp|Q68J47.1|OPSD_LOXAF,sp|Q95KU1.1|OPSD_FELCA,sp|O62791.1|OPSD_DELDE,sp|P32312.1|OPSG2_CARAU,sp|P15409.2|OPSD_MOUSE,sp|P22328.1|OPSD_CHICK,sp|Q6W3E1.1|OPSD_CALPD,sp|P51471.1|OPSB_ANOCA,sp|P28681.1|OPSD_CRIGR,sp|P56515.1|OPSD_RHIMB,sp|O62793.1|OPSD_MESBI,sp|P79863.1|OPSD_LEUER,sp|P56514.1|OPSD_BUFBU,sp|O62798.1|OPSD_TURTR,sp|Q90214.1|OPSD1_ANGAN,sp|P22671.1|OPSD_LETCA,sp|P08100.1|OPSD_HUMAN,sp|O62792.1|OPSD_GLOME,sp|P02700.2|OPSD_SHEEP,sp|O18766.1|OPSD_PIG,sp|Q9YGZ0.1|OPSD_SARPI,sp|P29403.1|OPSD_XENLA,sp|P79807.1|OPSD_MYRVI,sp|P79898.1|OPSD_SARDI,sp|P32308.1|OPSD_CANLF,sp|O42604.1|OPSD_ZEUFA,sp|P79914.1|OPSD_SARXA,sp|P79911.1|OPSD_SARTI,sp|O62796.1|OPSD_TRIMA,sp|P51474.1|OPSG3_PSAFA,sp|P79901.1|OPSD_SARMI,sp|P79798.1|OPSD_MYRBE,sp|P79902.1|OPSD_SARPU,sp|P79808.1|OPSD_NEOAR,sp|P79809.1|OPSD_NEOAU,sp|P79903.1|OPSD_SARSP,sp|P51488.1|OPSD_CYPCA,sp|P79812.1|OPSD_NEOSA,sp|Q9YGY9.1|OPSD_ZOSOP,sp|Q9YGZ2.1|OPSD_GOBNI,sp|P41590.1|OPSD_PSAFA,sp|P51475.1|OPSP_CHICK,sp|P32309.1|OPSD_CARAU,sp|Q9R024.1|OPSG_CAVPO,sp|P87369.1|OPSD_ORYLA,sp|P34989.1|OPSL_CALJA,sp|Q9YH05.1|OPSD_DIPAN,sp|Q9YGZ8.1|OPSD_CHELB,sp|Q9YGZ5.1|OPSD_SOLSO,sp|O35476.2|OPSG_RAT,sp|Q9DGG4.1|OPSD_TETNG,sp|Q9YGZ3.1|OPSD_SALPV,sp|P35359.2|OPSD_DANRE,sp|P79848.1|OPSD_POERE,sp|O35599.1|OPSG_MOUSE,sp|O35478.2|OPSG_SCICA,sp|Q9YGZ6.1|OPSD_CHEAU,sp|Q98980.1|OPSD_PETMA,sp|P04000.2|OPSR_HUMAN,sp|P04001.1|OPSG_HUMAN,sp|O18913.2|OPSR_FELCA,sp|O18912.2|OPSR_HORSE,sp|Q9BGI7.1|OPSR_BOVIN,sp|Q95170.1|OPSR_CAPHI,sp|O18914.2|OPSR_CANLF,sp|O18910.2|OPSG_RABIT,sp|P41592.1|OPSR_ANOCA,sp|P22329.1|OPSR_CHICK,sp|P87367.1|OPSR_ORYLA,sp|P32313.1|OPSR_CARAU,sp|O12948.1|OPSR_XENLA,sp|Q9W6A7.1|OPSR1_DANRE,sp|P22332.2|OPSR_PSAFA,sp|Q8AYN0.1|OPSR2_DANRE,sp|P35358.1|OPSG_GEKGE,sp|P22331.1|OPSG2_PSAFA,sp|P22330.1|OPSG1_PSAFA,sp|O18911.1|OPSG_ODOVI,sp|Q90215.1|OPSD2_ANGAN,sp|P79756.1|OPSD_GAMAF,sp|O42490.1|OPSP_PETMA
sp|Q9W6A9.2|OP1S1_DANRE,0.9875119,0.987308,0.9875883,0.98087037,0.9833833,0.9866118,0.99076825,0.9846484,0.9852991,0.9922664,0.9999999,0.99763626,0.9852877,0.9882761,0.99063075,0.9887363,0.98617005,0.9699465,0.9875647,0.94421446,0.98087806,0.99255085,0.98759997,0.99108064,0.9887579,0.9926563,0.98636657,0.9878073,0.9909706,0.99001354,0.98834413,0.9883724,0.98640776,0.9861955,0.992921,0.985909,0.98824465,0.98854125,0.98954886,0.9890777,0.98664665,0.9874378,0.98844457,0.9871156,0.98826796,0.9887942,0.98559666,0.9906292,0.98782814,0.98670906,0.9867115,0.98997307,0.9880513,0.9889308,0.99009347,0.9883952,0.98611283,0.9894661,0.9883142,0.98927015,0.98806655,0.98687345,0.98683226,0.9889601,0.9865369,0.98635674,0.9896358,0.989338,0.9876847,0.98756087,0.98733866,0.9919055,0.9862644,0.98766756,0.98785067,0.98679376,0.98712206,0.9874256,0.98948765,0.98780346,0.9890457,0.9888047,0.98794365,0.95579755,0.98808265,0.9818053,0.9886109,0.9864679,0.98820543,0.98687774,0.98766786,0.98555183,0.9879122,0.98749524,0.9867009,0.9875889,0.9855293,0.98412764,0.98716813,0.9882619,0.98372114,0.9827907,0.9814144,0.9841044,0.98334825,0.98286426,0.98024476,0.980762,0.9867766,0.9862874,0.98886317,0.99050343,0.98504865,0.9903636,0.99043953,0.9889306,0.98598474,0.9874472,0.98765075,0.9695991,0.98821366,0.9881125,0.9486346
sp|Q90309.1|OPSUV_CARAU,0.9900924,0.9903163,0.989378,0.98530346,0.986575,0.9890642,0.9914118,0.9833541,0.98877853,0.9946612,0.99763626,1.0000001,0.99041104,0.98883384,0.9925666,0.9895899,0.98831284,0.97071904,0.9901228,0.94733024,0.98593926,0.9936353,0.9907943,0.9927821,0.9907988,0.9933593,0.9881277,0.99006927,0.9922601,0.99194187,0.99042326,0.989689,0.9886719,0.98814034,0.9938081,0.98808444,0.99011195,0.99043417,0.9912864,0.99112254,0.9886534,0.9894059,0.99081194,0.9897783,0.99089706,0.99016404,0.98820364,0.9914504,0.9897382,0.99057484,0.9890113,0.9916194,0.98989975,0.9900884,0.99193406,0.9909787,0.9883882,0.9904708,0.9902556,0.99154264,0.9905725,0.9896084,0.9874373,0.9911064,0.9874113,0.9873781,0.9912249,0.9888727,0.9875617,0.9893383,0.98919976,0.9919967,0.98751163,0.988116,0.9888545,0.98792195,0.98918796,0.9889119,0.98876226,0.9880683,0.98847497,0.9886144,0.98783773,0.9564687,0.9872566,0.9820044,0.98775107,0.9874292,0.9882154,0.9852429,0.98817635,0.98752165,0.9876773,0.9875665,0.98648155,0.98795855,0.9875603,0.9854342,0.9854963,0.9907706,0.9842249,0.98337907,0.9806837,0.9834946,0.98408544,0.9837103,0.9810937,0.9814007,0.98421013,0.9848635,0.98584086,0.98800206,0.98612666,0.9875642,0.9865353,0.98576283,0.9839004,0.98734957,0.98780364,0.9710514,0.9887614,0.9877454,0.94569135
sp|P32310.1|OPSB_CARAU,0.9939405,0.99416375,0.99344254,0.9919537,0.99178946,0.9920641,0.99166197,0.9787338,0.99303544,0.9888287,0.9852877,0.99041104,1.0000001,0.99276257,0.99244714,0.9885465,0.9861705,0.97542226,0.9890381,0.9587302,0.99612427,0.9920129,0.9977949,0.99247766,0.98937887,0.99200964,0.9890127,0.98867965,0.9890356,0.99186265,0.9910254,0.9916334,0.9877625,0.98608583,0.9919159,0.98681766,0.9872693,0.988309,0.98990035,0.9891687,0.9861421,0.98663133,0.98822325,0.9882669,0.989445,0.9902113,0.9871567,0.98948836,0.9870365,0.9949349,0.9872203,0.990087,0.988463,0.9901243,0.9904154,0.989654,0.9867834,0.98960745,0.98825735,0.98950356,0.9896109,0.98802525,0.98731613,0.99040246,0.9873525,0.98860115,0.9882567,0.98692685,0.9868236,0.9907055,0.9871805,0.98977816,0.9879678,0.98718387,0.9900706,0.9889705,0.9910965,0.9900372,0.98569846,0.98772013,0.9860183,0.986513,0.98461616,0.9630375,0.9840306,0.9817255,0.9848966,0.9860463,0.98728055,0.9824947,0.9864098,0.9867742,0.98617536,0.9859411,0.984501,0.98683095,0.98656905,0.98517424,0.98279583,0.9924749,0.9843603,0.9842675,0.9791113,0.9827632,0.9844539,0.9842519,0.981797,0.98306596,0.97998095,0.9827235,0.97903454,0.98089546,0.98459244,0.9786721,0.97879,0.977733,0.97883165,0.9823798,0.98329943,0.96468526,0.9852427,0.9858089,0.94910026
sp|P87365.1|OPSB_ORYLA,0.99558634,0.99541783,0.99612844,0.99245256,0.9945512,0.9947208,0.99355894,0.98989403,0.99103785,0.9896764,0.9882761,0.98883384,0.99276257,0.99999976,0.9912644,0.99055743,0.98035914,0.9871261,0.982614,0.96749413,0.99382,0.9936885,0.9953625,0.9907919,0.9847147,0.99455,0.9877194,0.98350286,0.98564494,0.9895636,0.9853407,0.99080664,0.9835732,0.98196006,0.99260247,0.98150945,0.98355126,0.98502135,0.9867443,0.98560065,0.9821416,0.98305434,0.98411953,0.98390424,0.9867369,0.991658,0.98317254,0.98578656,0.98372453,0.9912658,0.983546,0.98632765,0.9872895,0.9873611,0.9864602,0.9869912,0.9847387,0.9886726,0.98460644,0.9880161,0.98677874,0.98489046,0.98774195,0.98801106,0.9877426,0.98602945,0.98444587,0.9882655,0.9878068,0.9881313,0.98304343,0.99051285,0.98467505,0.9899757,0.9880812,0.98820853,0.9890437,0.9881078,0.9856242,0.9876746,0.988108,0.9877535,0.9860447,0.9758223,0.9846382,0.989797,0.9863496,0.9914939,0.98706377,0.9873376,0.9864628,0.9903117,0.9876125,0.98682165,0.98572284,0.98710966,0.99035686,0.9880743,0.986641,0.98961806,0.98938507,0.99015,0.98589903,0.9887977,0.9889398,0.98902845,0.98794925,0.98935753,0.98773444,0.9898747,0.98746157,0.9851668,0.98486215,0.982721,0.9868649,0.98377526,0.9852648,0.98280954,0.9839785,0.97055876,0.983929,0.9872024,0.9630054
sp|Q8AYM7.1|OPSG3_DANRE,0.99403316,0.9943436,0.99318695,0.9916882,0.9916818,0.9925779,0.9954496,0.98828685,0.9932871,0.9900257,0.99063075,0.9925666,0.99244714,0.9912644,0.9999997,0.99756944,0.99369365,0.979846,0.99437165,0.96585923,0.98996437,0.9977759,0.99324507,0.9978211,0.99572605,0.9971798,0.9972523,0.9951122,0.99644613,0.9977398,0.9956297,0.99733293,0.99542886,0.99507266,0.99809664,0.99485195,0.9957682,0.9958553,0.9964931,0.99602056,0.99496925,0.9951678,0.99583805,0.9956078,0.99680996,0.9973359,0.99484736,0.99573827,0.9948962,0.9969277,0.9952278,0.99641895,0.9969789,0.9963412,0.9960731,0.9969407,0.9960498,0.9968736,0.99609613,0.9971402,0.9962026,0.99550486,0.99650174,0.9970172,0.9956986,0.9954338,0.9956678,0.9963616,0.9953708,0.9963427,0.99507546,0.9967742,0.99504006,0.9951837,0.9958321,0.9958171,0.99633014,0.9962154,0.99528855,0.99575335,0.99596316,0.99614805,0.99568826,0.97094,0.9945052,0.9877846,0.99558926,0.99069417,0.9960092,0.9936986,0.99631536,0.99182785,0.9959547,0.99613845,0.9954875,0.99616283,0.9908403,0.99008596,0.994068,0.9968143,0.98814017,0.9878658,0.98515165,0.9874877,0.9884116,0.98854864,0.9871175,0.9885572,0.9868938,0.988243,0.98712397,0.98759127,0.9904053,0.98541427,0.98742235,0.98588055,0.9849015,0.988182,0.98929524,0.9717168,0.9956416,0.99597,0.95623827
sp|Q9W6A6.2|OPSG4_DANRE,0.9908619,0.99128556,0.9900407,0.98809,0.98861015,0.98902124,0.99204946,0.9882226,0.98692507,0.98670715,0.9887363,0.9895899,0.9885465,0.99055743,0.99756944,1.0000001,0.9909593,0.98323417,0.99003303,0.9724684,0.9859444,0.99534464,0.99026513,0.99600464,0.9924449,0.99451715,0.9962497,0.99125373,0.9933943,0.9952576,0.9916122,0.99583626,0.9942968,0.992046,0.9981585,0.99333656,0.99439085,0.99448335,0.99404293,0.99433184,0.99389917,0.9940205,0.99346626,0.99424714,0.9951434,0.9994793,0.9938692,0.99248093,0.9946645,0.99341357,0.9944258,0.9932355,0.9953387,0.9934826,0.9918818,0.99548084,0.9932661,0.9962324,0.995204,0.9954395,0.99577504,0.9950131,0.9950442,0.9941611,0.9946024,0.99244964,0.9945506,0.99383926,0.9939888,0.99364686,0.9940965,0.99727744,0.9923128,0.99469465,0.9929478,0.9937022,0.99354255,0.9938545,0.99210656,0.9932475,0.99509305,0.99537796,0.99410456,0.9778177,0.9912023,0.9880147,0.9947654,0.98953927,0.9955588,0.9944751,0.994862,0.98970425,0.9954013,0.9958263,0.9942037,0.9942676,0.98854744,0.9882767,0.99481475,0.994524,0.98642266,0.9868365,0.9847031,0.9877706,0.9877095,0.98802423,0.9876102,0.98795956,0.98486465,0.9873532,0.9861858,0.98481476,0.9847061,0.98379856,0.9870584,0.9849682,0.9806142,0.983092,0.9854926,0.9753562,0.9927922,0.99477905,0.95878214
sp|Q8HY69.2|OPSD_SMICR,0.9837309,0.9844644,0.98296726,0.9807752,0.9797092,0.9823424,0.98867273,0.97729987,0.9860427,0.9812639,0.98617005,0.98831284,0.9861705,0.98035914,0.99369365,0.9909593,0.99999994,0.9632812,0.9966825,0.9505626,0.979808,0.9882336,0.98643637,0.9932593,0.99774617,0.98769057,0.9955561,0.9975425,0.9982052,0.99651015,0.9967495,0.99407727,0.99855864,0.9973056,0.9920416,0.99904084,0.9985602,0.9982116,0.9976888,0.9982841,0.99860543,0.9985714,0.9984945,0.9985572,0.99806356,0.98965687,0.99850774,0.9974116,0.9983615,0.9923356,0.99824965,0.99775624,0.99726236,0.9969039,0.99723476,0.9976965,0.99592614,0.99420357,0.99843156,0.99717283,0.9973469,0.9980649,0.99359226,0.9958511,0.99254954,0.99302447,0.99863183,0.9929129,0.9919734,0.9937135,0.998255,0.9922427,0.993991,0.98979783,0.9933223,0.99215686,0.99280035,0.9934997,0.99493617,0.9919511,0.9924863,0.99348605,0.99367464,0.95371413,0.9941385,0.9760167,0.9936925,0.9806459,0.9943032,0.9897538,0.99330914,0.98403513,0.9929824,0.9928452,0.99390745,0.993447,0.9830531,0.98110104,0.99050933,0.99274194,0.9764744,0.9756427,0.9721309,0.9752796,0.9764811,0.97637874,0.97424066,0.9764049,0.9769459,0.9756195,0.9770129,0.9797325,0.9838794,0.9786854,0.979213,0.9775366,0.9757262,0.98277885,0.98340905,0.9633076,0.99560213,0.99297523,0.93754286
sp|P28682.1|OPSB_CHICK,0.9827362,0.98290735,0.9843433,0.98567826,0.9876715,0.98445475,0.9827199,0.9909879,0.9783591,0.9736079,0.9699465,0.97071904,0.97542226,0.9871261,0.979846,0.98323417,0.9632812,1.0000004,0.96535313,0.98245794,0.9798871,0.9825358,0.9802781,0.9779244,0.96924394,0.98224795,0.9767528,0.96780306,0.9691453,0.9763917,0.96888095,0.9770496,0.9704489,0.96918285,0.98041654,0.9678382,0.9701776,0.97121394,0.9700772,0.97109276,0.9688888,0.97019416,0.96931314,0.9697155,0.97446215,0.9833337,0.969734,0.966987,0.9708657,0.9758419,0.9699608,0.97000706,0.97627985,0.97163033,0.9688869,0.97503084,0.9736576,0.97569317,0.97174805,0.9766691,0.9744251,0.9728218,0.9783753,0.9749327,0.9809914,0.97722405,0.9698981,0.98000914,0.98072416,0.97866803,0.96809024,0.977332,0.97583073,0.9847213,0.97792345,0.9801127,0.97986174,0.97900516,0.97301245,0.9790048,0.98026705,0.97939134,0.97689927,0.987906,0.97380555,0.99013937,0.9767763,0.98780364,0.9786044,0.98196554,0.97841597,0.98519623,0.9810513,0.97997236,0.9782213,0.9785651,0.98490626,0.98485434,0.980726,0.97614443,0.98674613,0.98835236,0.987967,0.98771524,0.98808116,0.9887334,0.9909667,0.9903195,0.98236895,0.9875723,0.9822563,0.9762694,0.97686833,0.9728339,0.9797032,0.9782212,0.9776821,0.97346866,0.97570354,0.9707075,0.97314155,0.97869873,0.97395486
sp|P56516.1|OPSD_RANTE,0.98674154,0.9870966,0.98549414,0.98473597,0.98344207,0.98611236,0.9910425,0.97788465,0.9893372,0.986256,0.9875647,0.9901228,0.9890381,0.982614,0.99437165,0.99003303,0.9966825,0.96535313,0.99999964,0.94540334,0.9830394,0.99169767,0.98962355,0.99518424,0.999205,0.9914812,0.99363583,0.9993679,0.99789995,0.9957154,0.995921,0.9933166,0.9952629,0.9943353,0.9927422,0.99592113,0.99593914,0.99640685,0.99616706,0.9962354,0.9960979,0.99537826,0.9964504,0.9954061,0.99618304,0.98950976,0.9945756,0.996956,0.99552065,0.99332637,0.9948127,0.9979613,0.9951494,0.9953033,0.9981524,0.9958826,0.9939235,0.9941623,0.99615806,0.9957955,0.9946124,0.994857,0.9918212,0.9974018,0.99231696,0.99402297,0.9961175,0.9933747,0.9919839,0.99465835,0.9949937,0.99138355,0.9946705,0.99011624,0.9939505,0.9928371,0.99278206,0.99408805,0.9950166,0.99301976,0.99130034,0.9919078,0.9925172,0.9504496,0.9939574,0.9788916,0.99222195,0.98364633,0.9935604,0.98771894,0.9942248,0.9873046,0.99302995,0.99198234,0.9924158,0.9937253,0.98671776,0.9858911,0.98893774,0.99437034,0.98227054,0.98063815,0.9785722,0.98085785,0.9823514,0.98194724,0.9790597,0.98005307,0.9820856,0.9805283,0.98165953,0.98555535,0.98853564,0.9846804,0.9828983,0.9825597,0.9823416,0.98785204,0.9886601,0.9623631,0.9940942,0.99268454,0.94688255
sp|P51476.1|OPSP_COLLI,0.96782815,0.9683409,0.96840894,0.9709865,0.9701687,0.96514344,0.9633803,0.9698018,0.95995295,0.9468858,0.94421446,0.94733024,0.9587302,0.96749413,0.96585923,0.9724684,0.9505626,0.98245794,0.94540334,1.0000002,0.96456414,0.9629422,0.9616524,0.95968974,0.9518972,0.9619961,0.96905273,0.95033944,0.9530396,0.961752,0.95354885,0.9663356,0.9591788,0.9578068,0.9643978,0.95658755,0.95588636,0.9569386,0.95705134,0.95675933,0.95503336,0.9582533,0.9561373,0.95875585,0.9604185,0.9722926,0.95904607,0.9525378,0.9582026,0.96262044,0.9576697,0.9540974,0.96315455,0.9574251,0.95139146,0.96121347,0.96236485,0.96091413,0.9578749,0.96180797,0.96308535,0.96140176,0.96816206,0.95869666,0.9659585,0.960455,0.9557469,0.9633696,0.964474,0.9630038,0.9565827,0.96119964,0.9590174,0.96780866,0.9609078,0.96438724,0.9652648,0.96415126,0.9560227,0.9610696,0.9653044,0.964744,0.96167946,0.99523675,0.95650375,0.97208726,0.96038884,0.96913683,0.9645201,0.9675712,0.9601987,0.96552616,0.9642962,0.9658311,0.9650438,0.9622053,0.9645137,0.9646725,0.96616477,0.9605479,0.96486557,0.967808,0.96462625,0.9661491,0.9667819,0.96879566,0.9721127,0.9745051,0.95397663,0.963837,0.95660657,0.9455739,0.9515468,0.94268376,0.95436984,0.9479657,0.94340444,0.9462037,0.94825757,0.95725846,0.9598603,0.96244454,0.95235014
sp|P51472.1|OPSB_PSAFA,0.99517894,0.99538404,0.99526346,0.9940668,0.99432254,0.99440205,0.9917621,0.98146886,0.993582,0.98837537,0.98087806,0.98593926,0.99612427,0.99382,0.98996437,0.9859444,0.979808,0.9798871,0.9830394,0.96456414,0.99999994,0.99094874,0.9952143,0.98927855,0.98450965,0.9918085,0.9870688,0.9835914,0.9845327,0.989612,0.9871303,0.98965544,0.9826799,0.982361,0.9892355,0.9810151,0.9818957,0.9840735,0.9871429,0.98505497,0.98089564,0.9820561,0.98438007,0.98387665,0.9860301,0.98781544,0.98229253,0.98562706,0.982063,0.99391127,0.9826412,0.9859185,0.9851674,0.98771596,0.9864639,0.986104,0.98505497,0.9869504,0.9829931,0.9867449,0.98595273,0.98405737,0.9852584,0.98805505,0.98582876,0.9862506,0.98285997,0.98503613,0.9853475,0.9885896,0.98247015,0.9856818,0.9840968,0.9874847,0.98779213,0.98748696,0.98998445,0.9881555,0.9825755,0.9865975,0.9844154,0.98427856,0.98314697,0.9694439,0.9813911,0.98304456,0.98239326,0.98597336,0.9838501,0.9816418,0.98366344,0.9861786,0.9835521,0.98337483,0.9826534,0.98451746,0.9861028,0.9842888,0.9813932,0.9917022,0.98491013,0.98548585,0.9790813,0.9826309,0.9840666,0.9843979,0.9825023,0.98527586,0.97931665,0.9833684,0.9780992,0.97727823,0.9822328,0.9738867,0.9765154,0.9738257,0.97764885,0.9784149,0.97885096,0.95824915,0.98180974,0.9838317,0.9536933
sp|Q8AYM8.1|OPSG2_DANRE,0.99471796,0.994808,0.9942837,0.9921615,0.99305654,0.9942799,0.9953551,0.98966116,0.9932978,0.99334127,0.99255085,0.9936353,0.9920129,0.9936885,0.9977759,0.99534464,0.9882336,0.9825358,0.99169767,0.9629422,0.99094874,0.9999997,0.9934888,0.99584514,0.9924082,0.99948305,0.9930715,0.99160814,0.99310726,0.99525166,0.99260324,0.99373895,0.99021214,0.9901705,0.9965103,0.98936665,0.9910146,0.99165475,0.9929149,0.99179924,0.9900304,0.99007404,0.9915549,0.99023706,0.9929147,0.9957523,0.98921907,0.9925489,0.99015486,0.99451506,0.9899827,0.99315906,0.99317545,0.9929791,0.99361736,0.99299693,0.99251103,0.9938644,0.99184346,0.9938191,0.99185526,0.9905555,0.99294686,0.9944111,0.9932239,0.992977,0.9911516,0.99445504,0.9931488,0.9941447,0.9897854,0.9941787,0.9921221,0.9942664,0.9936762,0.9940003,0.99417603,0.99392396,0.99228024,0.9942522,0.99359936,0.99327755,0.99295294,0.9710781,0.99161863,0.9898604,0.9927845,0.9922736,0.9932054,0.991475,0.9942535,0.99286354,0.9934927,0.9933962,0.9921248,0.99390626,0.9920489,0.9916952,0.9916674,0.99508023,0.9913486,0.9907923,0.98864,0.9906298,0.99142253,0.99145925,0.98992944,0.99066496,0.9905057,0.9917737,0.9902062,0.9904336,0.9911735,0.98809594,0.98946583,0.9886297,0.9891398,0.9898932,0.99103427,0.9706297,0.99248517,0.9937058,0.9635404
sp|Q9W6A8.1|OP1S2_DANRE,0.9954818,0.9954266,0.9951806,0.99321395,0.9932394,0.9937676,0.99355847,0.98358196,0.9927651,0.9891653,0.98759997,0.9907943,0.9977949,0.9953625,0.99324507,0.99026513,0.98643637,0.9802781,0.98962355,0.9616524,0.9952143,0.9934888,0.99999994,0.99414927,0.99063134,0.99379164,0.9903134,0.99000716,0.9902097,0.99229187,0.9899116,0.99280953,0.9886266,0.98558164,0.9935087,0.9874935,0.9883999,0.98965704,0.9900563,0.9901183,0.98735774,0.9876344,0.98892236,0.98873013,0.9907074,0.9916444,0.9879814,0.99037975,0.98808724,0.9941907,0.9879811,0.9907395,0.9905394,0.9899704,0.9909471,0.99100554,0.987017,0.9902928,0.98933184,0.9913858,0.9905897,0.9889572,0.9879252,0.9919436,0.98853093,0.9888586,0.98902816,0.9890411,0.98844475,0.99115944,0.9877447,0.9914748,0.9883281,0.98896515,0.9902951,0.9895568,0.99070644,0.9906789,0.9877392,0.98864937,0.9873054,0.987494,0.9862785,0.9670519,0.9861666,0.98710996,0.9859969,0.99053866,0.9884713,0.9845574,0.98742914,0.99107915,0.98812795,0.9871615,0.986291,0.98797774,0.99088573,0.9899321,0.9847578,0.9921049,0.98935705,0.98905295,0.9851481,0.9883825,0.9893457,0.98908633,0.98693854,0.987808,0.98556745,0.9873259,0.985414,0.9857656,0.98755586,0.9841683,0.9849277,0.98316324,0.98412544,0.98627704,0.9873241,0.9681802,0.98619276,0.9872092,0.95971847
sp|P35357.1|OPSB_GEKGE,0.99297297,0.99330926,0.9919299,0.98976135,0.9900458,0.9915357,0.9951433,0.98646116,0.99159014,0.9905366,0.99108064,0.9927821,0.99247766,0.9907919,0.9978211,0.99600464,0.9932593,0.9779244,0.99518424,0.95968974,0.98927855,0.99584514,0.99414927,0.99999976,0.9966157,0.99577093,0.9957983,0.9958788,0.996559,0.9967011,0.99467915,0.997622,0.9948876,0.9928732,0.9982033,0.9945315,0.9959575,0.9963615,0.99618423,0.9964657,0.9951613,0.9947153,0.995438,0.99540883,0.996383,0.9963823,0.99432665,0.9958296,0.99511003,0.9968354,0.9951323,0.99654955,0.99589,0.9956125,0.9959202,0.99649876,0.99352294,0.99736875,0.9961473,0.99655676,0.9960631,0.9952683,0.993692,0.9972839,0.9942422,0.9941449,0.9960853,0.99458677,0.9941267,0.9952203,0.99540204,0.9971318,0.99397063,0.9936844,0.9945332,0.99407464,0.9942681,0.9950011,0.9946509,0.9942999,0.9939469,0.9944179,0.994014,0.96594286,0.99329376,0.98805785,0.99402267,0.99043447,0.99466515,0.99172634,0.994761,0.9924758,0.9947322,0.9941435,0.99370885,0.99435025,0.99177784,0.9912795,0.9922815,0.9968228,0.9887489,0.9884558,0.9859714,0.98902756,0.98936,0.98924065,0.98733723,0.9882207,0.9875402,0.9884064,0.9881728,0.98933876,0.9900618,0.9886342,0.9890182,0.9877033,0.98593843,0.98906326,0.990379,0.9718199,0.9932607,0.99423426,0.9559322
sp|P51470.1|OPSD_AQUCT,0.98834944,0.98874515,0.9877416,0.9861578,0.9851171,0.9877385,0.992972,0.9812168,0.99038166,0.9867318,0.9887579,0.9907988,0.98937887,0.9847147,0.99572605,0.9924449,0.99774617,0.96924394,0.999205,0.9518972,0.98450965,0.9924082,0.99063134,0.9966157,1.0000001,0.99244994,0.99637103,0.9997965,0.9991109,0.99737364,0.99683374,0.99582255,0.9972234,0.9964209,0.9946265,0.997628,0.9976653,0.9983097,0.9978372,0.9981204,0.9977691,0.9974448,0.99823654,0.9975903,0.9979775,0.9916944,0.9965788,0.9983653,0.9974619,0.994684,0.99699503,0.9991662,0.9973052,0.9970633,0.9988643,0.9977181,0.996058,0.9963932,0.99779904,0.9977298,0.9968833,0.99717724,0.9942684,0.99892783,0.99483967,0.9957238,0.99789715,0.99560106,0.994655,0.9964962,0.9973033,0.9936285,0.9961666,0.99293756,0.99578804,0.99497634,0.9949146,0.99621356,0.99693936,0.99511063,0.9941102,0.9946629,0.99502593,0.95654315,0.9959489,0.9820967,0.99479496,0.9860737,0.9957995,0.9913723,0.99578875,0.9892744,0.9953549,0.994567,0.99514556,0.9956464,0.9887289,0.98747844,0.9923022,0.99604905,0.98405796,0.9829391,0.9803559,0.9828825,0.9840286,0.9838517,0.9812764,0.9830843,0.9831677,0.98257023,0.98332834,0.9858926,0.9885378,0.9853546,0.9846771,0.9834305,0.98228246,0.98795724,0.9886292,0.9656976,0.99605393,0.9949622,0.94860244
