seq1,seq2,type1,type2,same_type,embedding_similarity,avg_seq_identity
sp|P60015.1|OPSB_PANTR,sp|P31355.1|OPSD_LITPI,short_wave,short_wave,True,0.9875249,73.27327327327328
sp|P60015.1|OPSB_PANTR,sp|Q90245.1|OPSD_AMBTI,short_wave,short_wave,True,0.98868775,73.63112391930835
sp|P60015.1|OPSB_PANTR,sp|O93441.1|OPSD_GALML,short_wave,short_wave,True,0.9918244,73.66071428571428
sp|P60015.1|OPSB_PANTR,sp|O93459.1|OPSD_SCYCA,short_wave,short_wave,True,0.98858297,73.70689655172414
sp|P60015.1|OPSB_PANTR,sp|P28683.1|OPSG_CHICK,short_wave,short_wave,True,0.9933386,73.83177570093457
sp|P60015.1|OPSB_PANTR,sp|P51489.1|OPSD_RAT,short_wave,short_wave,True,0.9863495,72.83236994219654
sp|P60015.1|OPSB_PANTR,sp|O13227.1|OPSB_CONCO,short_wave,short_wave,True,0.9859951,73.71601208459214
sp|P60015.1|OPSB_PANTR,sp|P32311.1|OPSG1_CARAU,short_wave,short_wave,True,0.992956,74.0
sp|P60015.1|OPSB_PANTR,sp|P49912.1|OPSD_RABIT,short_wave,short_wave,True,0.9845225,72.8395061728395
sp|P60015.1|OPSB_PANTR,sp|Q28886.1|OPSD_MACFA,short_wave,short_wave,True,0.9864304,72.83236994219654
sp|P60015.1|OPSB_PANTR,sp|O62795.1|OPSD_PAGGO,short_wave,short_wave,True,0.98790723,72.83236994219654
sp|P60015.1|OPSB_PANTR,sp|P52202.1|OPSD_ALLMI,short_wave,short_wave,True,0.9897324,73.12312312312312
sp|P60015.1|OPSB_PANTR,sp|O62794.1|OPSD_PHOVI,short_wave,short_wave,True,0.98832077,72.83236994219654
sp|P60015.1|OPSB_PANTR,sp|Q769E8.1|OPSD_OTOCR,short_wave,short_wave,True,0.98489136,72.54335260115607
sp|P60015.1|OPSB_PANTR,sp|P02699.1|OPSD_BOVIN,short_wave,short_wave,True,0.98596406,72.54335260115607
sp|P60015.1|OPSB_PANTR,sp|Q68J47.1|OPSD_LOXAF,short_wave,short_wave,True,0.9878575,72.39884393063583
sp|P60015.1|OPSB_PANTR,sp|Q95KU1.1|OPSD_FELCA,short_wave,short_wave,True,0.987115,72.54335260115607
sp|P60015.1|OPSB_PANTR,sp|O62791.1|OPSD_DELDE,short_wave,short_wave,True,0.9895752,72.39884393063583
sp|P60015.1|OPSB_PANTR,sp|P32312.1|OPSG2_CARAU,short_wave,short_wave,True,0.9917444,73.84615384615384
sp|P60015.1|OPSB_PANTR,sp|P15409.2|OPSD_MOUSE,short_wave,short_wave,True,0.98589826,72.25433526011561
sp|P60015.1|OPSB_PANTR,sp|P22328.1|OPSD_CHICK,short_wave,short_wave,True,0.98896855,73.31378299120234
sp|P60015.1|OPSB_PANTR,sp|Q6W3E1.1|OPSD_CALPD,short_wave,short_wave,True,0.98589987,72.25433526011561
sp|P60015.1|OPSB_PANTR,sp|P51471.1|OPSB_ANOCA,short_wave,short_wave,True,0.9947398,73.3644859813084
sp|P60015.1|OPSB_PANTR,sp|P28681.1|OPSD_CRIGR,short_wave,short_wave,True,0.98611945,72.6878612716763
sp|P60015.1|OPSB_PANTR,sp|P56515.1|OPSD_RHIMB,short_wave,short_wave,True,0.9892454,74.02402402402402
sp|P60015.1|OPSB_PANTR,sp|O62793.1|OPSD_MESBI,short_wave,short_wave,True,0.9896972,72.12389380530973
sp|P60015.1|OPSB_PANTR,sp|P79863.1|OPSD_LEUER,short_wave,short_wave,True,0.9899392,72.91066282420749
sp|P60015.1|OPSB_PANTR,sp|P56514.1|OPSD_BUFBU,short_wave,short_wave,True,0.9893145,73.72372372372372
sp|P60015.1|OPSB_PANTR,sp|O62798.1|OPSD_TURTR,short_wave,short_wave,True,0.98993313,72.25433526011561
sp|P60015.1|OPSB_PANTR,sp|Q90214.1|OPSD1_ANGAN,short_wave,short_wave,True,0.9885506,72.953216374269
sp|P60015.1|OPSB_PANTR,sp|P22671.1|OPSD_LETCA,short_wave,short_wave,True,0.9892739,73.58208955223881
sp|P60015.1|OPSB_PANTR,sp|P08100.1|OPSD_HUMAN,short_wave,short_wave,True,0.98686755,72.8613569321534
sp|P60015.1|OPSB_PANTR,sp|O62792.1|OPSD_GLOME,short_wave,short_wave,True,0.9907039,72.10982658959537
sp|P60015.1|OPSB_PANTR,sp|P02700.2|OPSD_SHEEP,short_wave,short_wave,True,0.9892515,72.10982658959537
sp|P60015.1|OPSB_PANTR,sp|O18766.1|OPSD_PIG,short_wave,short_wave,True,0.9873903,72.89156626506025
sp|P60015.1|OPSB_PANTR,sp|Q9YGZ0.1|OPSD_SARPI,short_wave,short_wave,True,0.9904832,72.61538461538461
sp|P60015.1|OPSB_PANTR,sp|P29403.1|OPSD_XENLA,short_wave,short_wave,True,0.9913892,74.17417417417417
sp|P60015.1|OPSB_PANTR,sp|P79807.1|OPSD_MYRVI,short_wave,short_wave,True,0.9895776,72.95597484276729
sp|P60015.1|OPSB_PANTR,sp|P79898.1|OPSD_SARDI,short_wave,short_wave,True,0.98929495,72.33727810650888
sp|P60015.1|OPSB_PANTR,sp|P32308.1|OPSD_CANLF,short_wave,short_wave,True,0.986604,72.6878612716763
sp|P60015.1|OPSB_PANTR,sp|O42604.1|OPSD_ZEUFA,short_wave,short_wave,True,0.9900862,73.86706948640483
sp|P60015.1|OPSB_PANTR,sp|P79914.1|OPSD_SARXA,short_wave,short_wave,True,0.9896304,73.51097178683386
sp|P60015.1|OPSB_PANTR,sp|P79911.1|OPSD_SARTI,short_wave,short_wave,True,0.99141103,72.95597484276729
sp|P60015.1|OPSB_PANTR,sp|O62796.1|OPSD_TRIMA,short_wave,short_wave,True,0.98606366,72.54335260115607
sp|P60015.1|OPSB_PANTR,sp|P51474.1|OPSG3_PSAFA,short_wave,short_wave,True,0.98973036,73.6923076923077
sp|P60015.1|OPSB_PANTR,sp|P79901.1|OPSD_SARMI,short_wave,short_wave,True,0.9877957,71.89349112426035
sp|P60015.1|OPSB_PANTR,sp|P79798.1|OPSD_MYRBE,short_wave,short_wave,True,0.9910356,72.95597484276729
sp|P60015.1|OPSB_PANTR,sp|P79902.1|OPSD_SARPU,short_wave,short_wave,True,0.99062216,72.48520710059171
sp|P60015.1|OPSB_PANTR,sp|P79808.1|OPSD_NEOAR,short_wave,short_wave,True,0.99057907,73.1974921630094
sp|P60015.1|OPSB_PANTR,sp|P79809.1|OPSD_NEOAU,short_wave,short_wave,True,0.9920703,73.42767295597484
sp|P60015.1|OPSB_PANTR,sp|P79903.1|OPSD_SARSP,short_wave,short_wave,True,0.99124324,72.64150943396227
sp|P60015.1|OPSB_PANTR,sp|P51488.1|OPSD_CYPCA,short_wave,short_wave,True,0.98800296,73.52071005917159
sp|P60015.1|OPSB_PANTR,sp|P79812.1|OPSD_NEOSA,short_wave,short_wave,True,0.9897186,73.35423197492163
sp|P60015.1|OPSB_PANTR,sp|Q9YGY9.1|OPSD_ZOSOP,short_wave,short_wave,True,0.98969984,72.3943661971831
sp|P60015.1|OPSB_PANTR,sp|Q9YGZ2.1|OPSD_GOBNI,short_wave,short_wave,True,0.98939264,72.53521126760563
sp|P60015.1|OPSB_PANTR,sp|P41590.1|OPSD_PSAFA,short_wave,short_wave,True,0.9880822,71.875
sp|P60015.1|OPSB_PANTR,sp|P51475.1|OPSP_CHICK,short_wave,short_wave,True,0.97249436,73.26283987915409
sp|P60015.1|OPSB_PANTR,sp|P32309.1|OPSD_CARAU,short_wave,short_wave,True,0.98744065,73.07692307692308
sp|P60015.1|OPSB_PANTR,sp|Q9R024.1|OPSG_CAVPO,short_wave,short_wave,True,0.98795444,71.7065868263473
sp|P60015.1|OPSB_PANTR,sp|P87369.1|OPSD_ORYLA,short_wave,short_wave,True,0.9867737,73.07692307692308
sp|P60015.1|OPSB_PANTR,sp|P34989.1|OPSL_CALJA,short_wave,short_wave,True,0.99112904,71.42857142857143
sp|P60015.1|OPSB_PANTR,sp|Q9YH05.1|OPSD_DIPAN,short_wave,short_wave,True,0.98860747,71.63323782234957
sp|P60015.1|OPSB_PANTR,sp|Q9YGZ8.1|OPSD_CHELB,short_wave,short_wave,True,0.98711014,71.91977077363897
sp|P60015.1|OPSB_PANTR,sp|Q9YGZ5.1|OPSD_SOLSO,short_wave,short_wave,True,0.98812306,72.69938650306749
sp|P60015.1|OPSB_PANTR,sp|O35476.2|OPSG_RAT,short_wave,short_wave,True,0.9904769,72.51552795031056
sp|P60015.1|OPSB_PANTR,sp|Q9DGG4.1|OPSD_TETNG,short_wave,short_wave,True,0.988737,71.91011235955057
sp|P60015.1|OPSB_PANTR,sp|Q9YGZ3.1|OPSD_SALPV,short_wave,short_wave,True,0.9880521,71.98879551820728
sp|P60015.1|OPSB_PANTR,sp|P35359.2|OPSD_DANRE,short_wave,short_wave,True,0.9882183,72.65861027190333
sp|P60015.1|OPSB_PANTR,sp|P79848.1|OPSD_POERE,short_wave,short_wave,True,0.9893232,73.07692307692308
sp|P60015.1|OPSB_PANTR,sp|O35599.1|OPSG_MOUSE,short_wave,short_wave,True,0.99047035,72.51552795031056
sp|P60015.1|OPSB_PANTR,sp|O35478.2|OPSG_SCICA,short_wave,short_wave,True,0.9883937,71.55688622754491
sp|P60015.1|OPSB_PANTR,sp|Q9YGZ6.1|OPSD_CHEAU,short_wave,short_wave,True,0.98679817,72.0505617977528
sp|P60015.1|OPSB_PANTR,sp|Q98980.1|OPSD_PETMA,short_wave,short_wave,True,0.99192333,73.58208955223881
sp|P60015.1|OPSB_PANTR,sp|P04000.2|OPSR_HUMAN,short_wave,long_wave,False,0.9887586,100.0
sp|P60015.1|OPSB_PANTR,sp|P04001.1|OPSG_HUMAN,short_wave,long_wave,False,0.98892,98.21428571428572
sp|P60015.1|OPSB_PANTR,sp|O18913.2|OPSR_FELCA,short_wave,long_wave,False,0.9852644,95.46703296703296
sp|P60015.1|OPSB_PANTR,sp|O18912.2|OPSR_HORSE,short_wave,long_wave,False,0.9874779,94.78021978021978
sp|P60015.1|OPSB_PANTR,sp|Q9BGI7.1|OPSR_BOVIN,short_wave,long_wave,False,0.98853344,94.91758241758242
sp|P60015.1|OPSB_PANTR,sp|Q95170.1|OPSR_CAPHI,short_wave,long_wave,False,0.9888209,94.78021978021978
sp|P60015.1|OPSB_PANTR,sp|O18914.2|OPSR_CANLF,short_wave,long_wave,False,0.9873095,94.64285714285714
sp|P60015.1|OPSB_PANTR,sp|O18910.2|OPSG_RABIT,short_wave,long_wave,False,0.9890305,93.81868131868131
sp|P60015.1|OPSB_PANTR,sp|P41592.1|OPSR_ANOCA,short_wave,long_wave,False,0.98511374,91.24293785310735
sp|P60015.1|OPSB_PANTR,sp|P22329.1|OPSR_CHICK,short_wave,long_wave,False,0.98839194,93.58208955223881
sp|P60015.1|OPSB_PANTR,sp|P87367.1|OPSR_ORYLA,short_wave,long_wave,False,0.98609555,90.3899721448468
sp|P60015.1|OPSB_PANTR,sp|P32313.1|OPSR_CARAU,short_wave,long_wave,False,0.98437583,89.55431754874652
sp|P60015.1|OPSB_PANTR,sp|O12948.1|OPSR_XENLA,short_wave,long_wave,False,0.9867455,89.40677966101694
sp|P60015.1|OPSB_PANTR,sp|Q9W6A7.1|OPSR1_DANRE,short_wave,long_wave,False,0.981505,89.13649025069637
sp|P60015.1|OPSB_PANTR,sp|P22332.2|OPSR_PSAFA,short_wave,long_wave,False,0.98465246,88.44011142061282
sp|P60015.1|OPSB_PANTR,sp|Q8AYN0.1|OPSR2_DANRE,short_wave,long_wave,False,0.9815776,89.70588235294117
sp|P60015.1|OPSB_PANTR,sp|P35358.1|OPSG_GEKGE,short_wave,long_wave,False,0.98383194,88.13559322033899
sp|P60015.1|OPSB_PANTR,sp|P22331.1|OPSG2_PSAFA,short_wave,long_wave,False,0.98427737,88.23529411764706
sp|P60015.1|OPSB_PANTR,sp|P22330.1|OPSG1_PSAFA,short_wave,long_wave,False,0.9847412,87.35294117647058
sp|P60015.1|OPSB_PANTR,sp|O18911.1|OPSG_ODOVI,short_wave,long_wave,False,0.97010785,95.05494505494505
sp|P60015.1|OPSB_PANTR,sp|Q90215.1|OPSD2_ANGAN,short_wave,long_wave,False,0.9866472,71.7948717948718
sp|P60015.1|OPSB_PANTR,sp|P79756.1|OPSD_GAMAF,short_wave,long_wave,False,0.9886272,71.40762463343108
sp|P60015.1|OPSB_PANTR,sp|O42490.1|OPSP_PETMA,short_wave,long_wave,False,0.9586869,70.11331444759207
sp|P03999.2|OPSB_HUMAN,sp|O13092.1|OPSB_SAIBB,short_wave,short_wave,True,0.9989165,96.07558139534883
sp|P03999.2|OPSB_HUMAN,sp|Q63652.2|OPSB_RAT,short_wave,short_wave,True,0.9977938,93.58600583090379
sp|P03999.2|OPSB_HUMAN,sp|P51491.1|OPSB_MOUSE,short_wave,short_wave,True,0.99805117,93.00291545189505
sp|P03999.2|OPSB_HUMAN,sp|P51490.1|OPSB_BOVIN,short_wave,short_wave,True,0.99802613,93.02325581395348
sp|P03999.2|OPSB_HUMAN,sp|O57605.1|OPSUV_MELUD,short_wave,short_wave,True,0.996169,91.4156626506024
sp|P03999.2|OPSB_HUMAN,sp|P28684.1|OPSV_CHICK,short_wave,short_wave,True,0.9887682,90.14492753623188
sp|P03999.2|OPSB_HUMAN,sp|P51473.1|OPSV_XENLA,short_wave,short_wave,True,0.99576586,88.75
sp|P03999.2|OPSB_HUMAN,sp|P87368.1|OPSV_ORYLA,short_wave,short_wave,True,0.99143875,81.98198198198199
sp|P03999.2|OPSB_HUMAN,sp|Q9W6A9.2|OP1S1_DANRE,short_wave,short_wave,True,0.98730826,81.72205438066466
sp|P03999.2|OPSB_HUMAN,sp|Q90309.1|OPSUV_CARAU,short_wave,short_wave,True,0.99031645,81.68168168168168
sp|P03999.2|OPSB_HUMAN,sp|P32310.1|OPSB_CARAU,short_wave,short_wave,True,0.99416363,74.56395348837209
sp|P03999.2|OPSB_HUMAN,sp|P87365.1|OPSB_ORYLA,short_wave,short_wave,True,0.99541783,74.85119047619048
sp|P03999.2|OPSB_HUMAN,sp|Q8AYM7.1|OPSG3_DANRE,short_wave,short_wave,True,0.9943434,74.61538461538461
sp|P03999.2|OPSB_HUMAN,sp|Q9W6A6.2|OPSG4_DANRE,short_wave,short_wave,True,0.9912856,74.0
sp|P03999.2|OPSB_HUMAN,sp|Q8HY69.2|OPSD_SMICR,short_wave,short_wave,True,0.9844643,73.59882005899705
sp|P03999.2|OPSB_HUMAN,sp|P28682.1|OPSB_CHICK,short_wave,short_wave,True,0.98290735,74.64183381088826
sp|P03999.2|OPSB_HUMAN,sp|P56516.1|OPSD_RANTE,short_wave,short_wave,True,0.98709685,73.57357357357357
sp|P03999.2|OPSB_HUMAN,sp|P51476.1|OPSP_COLLI,short_wave,short_wave,True,0.9683408,74.9185667752443
sp|P03999.2|OPSB_HUMAN,sp|P51472.1|OPSB_PSAFA,short_wave,short_wave,True,0.9953841,75.07598784194529
sp|P03999.2|OPSB_HUMAN,sp|Q8AYM8.1|OPSG2_DANRE,short_wave,short_wave,True,0.99480796,74.15384615384616
sp|P03999.2|OPSB_HUMAN,sp|Q9W6A8.1|OP1S2_DANRE,short_wave,short_wave,True,0.9954266,74.38650306748467
sp|P03999.2|OPSB_HUMAN,sp|P35357.1|OPSB_GEKGE,short_wave,short_wave,True,0.9933094,75.44910179640719
sp|P03999.2|OPSB_HUMAN,sp|P51470.1|OPSD_AQUCT,short_wave,short_wave,True,0.98874503,73.57357357357357
sp|P03999.2|OPSB_HUMAN,sp|Q9W6A5.2|OPSG1_DANRE,short_wave,short_wave,True,0.99554485,73.84615384615384
sp|P03999.2|OPSB_HUMAN,sp|P41591.1|OPSD_ANOCA,short_wave,short_wave,True,0.99130446,74.54545454545455
sp|P03999.2|OPSB_HUMAN,sp|P31355.1|OPSD_LITPI,short_wave,short_wave,True,0.9878795,73.27327327327328
sp|P03999.2|OPSB_HUMAN,sp|Q90245.1|OPSD_AMBTI,short_wave,short_wave,True,0.9891537,73.63112391930835
sp|P03999.2|OPSB_HUMAN,sp|O93441.1|OPSD_GALML,short_wave,short_wave,True,0.9923631,73.66071428571428
sp|P03999.2|OPSB_HUMAN,sp|O93459.1|OPSD_SCYCA,short_wave,short_wave,True,0.98920476,73.70689655172414
sp|P03999.2|OPSB_HUMAN,sp|P28683.1|OPSG_CHICK,short_wave,short_wave,True,0.99360204,73.83177570093457
sp|P03999.2|OPSB_HUMAN,sp|P51489.1|OPSD_RAT,short_wave,short_wave,True,0.9871523,72.83236994219654
sp|P03999.2|OPSB_HUMAN,sp|O13227.1|OPSB_CONCO,short_wave,short_wave,True,0.98660874,73.71601208459214
sp|P03999.2|OPSB_HUMAN,sp|P32311.1|OPSG1_CARAU,short_wave,short_wave,True,0.99318093,74.0
sp|P03999.2|OPSB_HUMAN,sp|P49912.1|OPSD_RABIT,short_wave,short_wave,True,0.98535866,72.8395061728395
sp|P03999.2|OPSB_HUMAN,sp|Q28886.1|OPSD_MACFA,short_wave,short_wave,True,0.987235,72.83236994219654
sp|P03999.2|OPSB_HUMAN,sp|O62795.1|OPSD_PAGGO,short_wave,short_wave,True,0.98859876,72.83236994219654
sp|P03999.2|OPSB_HUMAN,sp|P52202.1|OPSD_ALLMI,short_wave,short_wave,True,0.9902817,73.12312312312312
sp|P03999.2|OPSB_HUMAN,sp|O62794.1|OPSD_PHOVI,short_wave,short_wave,True,0.9890379,72.83236994219654
sp|P03999.2|OPSB_HUMAN,sp|Q769E8.1|OPSD_OTOCR,short_wave,short_wave,True,0.9857549,72.54335260115607
sp|P03999.2|OPSB_HUMAN,sp|P02699.1|OPSD_BOVIN,short_wave,short_wave,True,0.98675025,72.54335260115607
sp|P03999.2|OPSB_HUMAN,sp|Q68J47.1|OPSD_LOXAF,short_wave,short_wave,True,0.98859787,72.39884393063583
sp|P03999.2|OPSB_HUMAN,sp|Q95KU1.1|OPSD_FELCA,short_wave,short_wave,True,0.98792136,72.54335260115607
sp|P03999.2|OPSB_HUMAN,sp|O62791.1|OPSD_DELDE,short_wave,short_wave,True,0.9903284,72.39884393063583
sp|P03999.2|OPSB_HUMAN,sp|P32312.1|OPSG2_CARAU,short_wave,short_wave,True,0.9921708,73.84615384615384
sp|P03999.2|OPSB_HUMAN,sp|P15409.2|OPSD_MOUSE,short_wave,short_wave,True,0.98681146,72.25433526011561
sp|P03999.2|OPSB_HUMAN,sp|P22328.1|OPSD_CHICK,short_wave,short_wave,True,0.98916763,73.31378299120234
sp|P03999.2|OPSB_HUMAN,sp|Q6W3E1.1|OPSD_CALPD,short_wave,short_wave,True,0.9866715,72.25433526011561
sp|P03999.2|OPSB_HUMAN,sp|P51471.1|OPSB_ANOCA,short_wave,short_wave,True,0.9952314,73.3644859813084
sp|P03999.2|OPSB_HUMAN,sp|P28681.1|OPSD_CRIGR,short_wave,short_wave,True,0.9870454,72.6878612716763
sp|P03999.2|OPSB_HUMAN,sp|P56515.1|OPSD_RHIMB,short_wave,short_wave,True,0.98970777,74.02402402402402
sp|P03999.2|OPSB_HUMAN,sp|O62793.1|OPSD_MESBI,short_wave,short_wave,True,0.9903461,72.12389380530973
sp|P03999.2|OPSB_HUMAN,sp|P79863.1|OPSD_LEUER,short_wave,short_wave,True,0.9905507,72.91066282420749
sp|P03999.2|OPSB_HUMAN,sp|P56514.1|OPSD_BUFBU,short_wave,short_wave,True,0.98971987,73.72372372372372
sp|P03999.2|OPSB_HUMAN,sp|O62798.1|OPSD_TURTR,short_wave,short_wave,True,0.990595,72.25433526011561
sp|P03999.2|OPSB_HUMAN,sp|Q90214.1|OPSD1_ANGAN,short_wave,short_wave,True,0.98922443,72.953216374269
sp|P03999.2|OPSB_HUMAN,sp|P22671.1|OPSD_LETCA,short_wave,short_wave,True,0.98977387,73.58208955223881
sp|P03999.2|OPSB_HUMAN,sp|P08100.1|OPSD_HUMAN,short_wave,short_wave,True,0.987671,72.8613569321534
sp|P03999.2|OPSB_HUMAN,sp|O62792.1|OPSD_GLOME,short_wave,short_wave,True,0.99133015,72.10982658959537
sp|P03999.2|OPSB_HUMAN,sp|P02700.2|OPSD_SHEEP,short_wave,short_wave,True,0.99004465,72.10982658959537
sp|P03999.2|OPSB_HUMAN,sp|O18766.1|OPSD_PIG,short_wave,short_wave,True,0.9882637,72.89156626506025
sp|P03999.2|OPSB_HUMAN,sp|Q9YGZ0.1|OPSD_SARPI,short_wave,short_wave,True,0.99078286,72.61538461538461
sp|P03999.2|OPSB_HUMAN,sp|P29403.1|OPSD_XENLA,short_wave,short_wave,True,0.99180806,74.17417417417417
sp|P03999.2|OPSB_HUMAN,sp|P79807.1|OPSD_MYRVI,short_wave,short_wave,True,0.9899382,72.95597484276729
sp|P03999.2|OPSB_HUMAN,sp|P79898.1|OPSD_SARDI,short_wave,short_wave,True,0.98954827,72.33727810650888
sp|P03999.2|OPSB_HUMAN,sp|P32308.1|OPSD_CANLF,short_wave,short_wave,True,0.98729277,72.6878612716763
sp|P03999.2|OPSB_HUMAN,sp|O42604.1|OPSD_ZEUFA,short_wave,short_wave,True,0.9901405,73.86706948640483
sp|P03999.2|OPSB_HUMAN,sp|P79914.1|OPSD_SARXA,short_wave,short_wave,True,0.9898862,73.51097178683386
sp|P03999.2|OPSB_HUMAN,sp|P79911.1|OPSD_SARTI,short_wave,short_wave,True,0.9917232,72.95597484276729
sp|P03999.2|OPSB_HUMAN,sp|O62796.1|OPSD_TRIMA,short_wave,short_wave,True,0.9868337,72.54335260115607
sp|P03999.2|OPSB_HUMAN,sp|P51474.1|OPSG3_PSAFA,short_wave,short_wave,True,0.99002993,73.6923076923077
sp|P03999.2|OPSB_HUMAN,sp|P79901.1|OPSD_SARMI,short_wave,short_wave,True,0.98806137,71.89349112426035
sp|P03999.2|OPSB_HUMAN,sp|P79798.1|OPSD_MYRBE,short_wave,short_wave,True,0.9913781,72.95597484276729
sp|P03999.2|OPSB_HUMAN,sp|P79902.1|OPSD_SARPU,short_wave,short_wave,True,0.9908477,72.48520710059171
sp|P03999.2|OPSB_HUMAN,sp|P79808.1|OPSD_NEOAR,short_wave,short_wave,True,0.9908741,73.1974921630094
sp|P03999.2|OPSB_HUMAN,sp|P79809.1|OPSD_NEOAU,short_wave,short_wave,True,0.9924918,73.42767295597484
sp|P03999.2|OPSB_HUMAN,sp|P79903.1|OPSD_SARSP,short_wave,short_wave,True,0.9915456,72.64150943396227
sp|P03999.2|OPSB_HUMAN,sp|P51488.1|OPSD_CYPCA,short_wave,short_wave,True,0.9880707,73.52071005917159
sp|P03999.2|OPSB_HUMAN,sp|P79812.1|OPSD_NEOSA,short_wave,short_wave,True,0.989996,73.35423197492163
sp|P03999.2|OPSB_HUMAN,sp|Q9YGY9.1|OPSD_ZOSOP,short_wave,short_wave,True,0.98995864,72.3943661971831
sp|P03999.2|OPSB_HUMAN,sp|Q9YGZ2.1|OPSD_GOBNI,short_wave,short_wave,True,0.9897408,72.53521126760563
sp|P03999.2|OPSB_HUMAN,sp|P41590.1|OPSD_PSAFA,short_wave,short_wave,True,0.9885619,71.875
sp|P03999.2|OPSB_HUMAN,sp|P51475.1|OPSP_CHICK,short_wave,short_wave,True,0.9728908,73.26283987915409
sp|P03999.2|OPSB_HUMAN,sp|P32309.1|OPSD_CARAU,short_wave,short_wave,True,0.9874939,73.07692307692308
sp|P03999.2|OPSB_HUMAN,sp|Q9R024.1|OPSG_CAVPO,short_wave,short_wave,True,0.9877356,71.7065868263473
sp|P03999.2|OPSB_HUMAN,sp|P87369.1|OPSD_ORYLA,short_wave,short_wave,True,0.9872203,73.07692307692308
sp|P03999.2|OPSB_HUMAN,sp|P34989.1|OPSL_CALJA,short_wave,short_wave,True,0.99093,71.42857142857143
sp|P03999.2|OPSB_HUMAN,sp|Q9YH05.1|OPSD_DIPAN,short_wave,short_wave,True,0.9888069,71.63323782234957
sp|P03999.2|OPSB_HUMAN,sp|Q9YGZ8.1|OPSD_CHELB,short_wave,short_wave,True,0.98740536,71.91977077363897
sp|P03999.2|OPSB_HUMAN,sp|Q9YGZ5.1|OPSD_SOLSO,short_wave,short_wave,True,0.98849213,72.69938650306749
sp|P03999.2|OPSB_HUMAN,sp|O35476.2|OPSG_RAT,short_wave,short_wave,True,0.9906055,72.51552795031056
