,sp|P60015.1|OPSB_PANTR,sp|P03999.2|OPSB_HUMAN,sp|O13092.1|OPSB_SAIBB,sp|Q63652.2|OPSB_RAT,sp|P51491.1|OPSB_MOUSE,sp|P51490.1|OPSB_BOVIN,sp|O57605.1|OPSUV_MELUD,sp|P28684.1|OPSV_CHICK,sp|P51473.1|OPSV_XENLA,sp|P87368.1|OPSV_ORYLA,sp|Q9W6A9.2|OP1S1_DANRE,sp|Q90309.1|OPSUV_CARAU,sp|P32310.1|OPSB_CARAU,sp|P87365.1|OPSB_ORYLA,sp|Q8AYM7.1|OPSG3_DANRE,sp|Q9W6A6.2|OPSG4_DANRE,sp|Q8HY69.2|OPSD_SMICR,sp|P28682.1|OPSB_CHICK,sp|P56516.1|OPSD_RANTE,sp|P51476.1|OPSP_COLLI,sp|P51472.1|OPSB_PSAFA,sp|Q8AYM8.1|OPSG2_DANRE,sp|Q9W6A8.1|OP1S2_DANRE,sp|P35357.1|OPSB_GEKGE,sp|P51470.1|OPSD_AQUCT,sp|Q9W6A5.2|OPSG1_DANRE,sp|P41591.1|OPSD_ANOCA,sp|P31355.1|OPSD_LITPI,sp|Q90245.1|OPSD_AMBTI,sp|O93441.1|OPSD_GALML,sp|O93459.1|OPSD_SCYCA,sp|P28683.1|OPSG_CHICK,sp|P51489.1|OPSD_RAT,sp|O13227.1|OPSB_CONCO,sp|P32311.1|OPSG1_CARAU,sp|P49912.1|OPSD_RABIT,sp|Q28886.1|OPSD_MACFA,sp|O62795.1|OPSD_PAGGO,sp|P52202.1|OPSD_ALLMI,sp|O62794.1|OPSD_PHOVI,sp|Q769E8.1|OPSD_OTOCR,sp|P02699.1|OPSD_BOVIN,sp|Q68J47.1|OPSD_LOXAF,sp|Q95KU1.1|OPSD_FELCA,sp|O62791.1|OPSD_DELDE,sp|P32312.1|OPSG2_CARAU,sp|P15409.2|OPSD_MOUSE,sp|P22328.1|OPSD_CHICK,sp|Q6W3E1.1|OPSD_CALPD,sp|P51471.1|OPSB_ANOCA,sp|P28681.1|OPSD_CRIGR,sp|P56515.1|OPSD_RHIMB,sp|O62793.1|OPSD_MESBI,sp|P79863.1|OPSD_LEUER,sp|P56514.1|OPSD_BUFBU,sp|O62798.1|OPSD_TURTR,sp|Q90214.1|OPSD1_ANGAN,sp|P22671.1|OPSD_LETCA,sp|P08100.1|OPSD_HUMAN,sp|O62792.1|OPSD_GLOME,sp|P02700.2|OPSD_SHEEP,sp|O18766.1|OPSD_PIG,sp|Q9YGZ0.1|OPSD_SARPI,sp|P29403.1|OPSD_XENLA,sp|P79807.1|OPSD_MYRVI,sp|P79898.1|OPSD_SARDI,sp|P32308.1|OPSD_CANLF,sp|O42604.1|OPSD_ZEUFA,sp|P79914.1|OPSD_SARXA,sp|P79911.1|OPSD_SARTI,sp|O62796.1|OPSD_TRIMA,sp|P51474.1|OPSG3_PSAFA,sp|P79901.1|OPSD_SARMI,sp|P79798.1|OPSD_MYRBE,sp|P79902.1|OPSD_SARPU,sp|P79808.1|OPSD_NEOAR,sp|P79809.1|OPSD_NEOAU,sp|P79903.1|OPSD_SARSP,sp|P51488.1|OPSD_CYPCA,sp|P79812.1|OPSD_NEOSA,sp|Q9YGY9.1|OPSD_ZOSOP,sp|Q9YGZ2.1|OPSD_GOBNI,sp|P41590.1|OPSD_PSAFA,sp|P51475.1|OPSP_CHICK,sp|P32309.1|OPSD_CARAU,sp|Q9R024.1|OPSG_CAVPO,sp|P87369.1|OPSD_ORYLA,sp|P34989.1|OPSL_CALJA,sp|Q9YH05.1|OPSD_DIPAN,sp|Q9YGZ8.1|OPSD_CHELB,sp|Q9YGZ5.1|OPSD_SOLSO,sp|O35476.2|OPSG_RAT,sp|Q9DGG4.1|OPSD_TETNG,sp|Q9YGZ3.1|OPSD_SALPV,sp|P35359.2|OPSD_DANRE,sp|P79848.1|OPSD_POERE,sp|O35599.1|OPSG_MOUSE,sp|O35478.2|OPSG_SCICA,sp|Q9YGZ6.1|OPSD_CHEAU,sp|Q98980.1|OPSD_PETMA,sp|P04000.2|OPSR_HUMAN,sp|P04001.1|OPSG_HUMAN,sp|O18913.2|OPSR_FELCA,sp|O18912.2|OPSR_HORSE,sp|Q9BGI7.1|OPSR_BOVIN,sp|Q95170.1|OPSR_CAPHI,sp|O18914.2|OPSR_CANLF,sp|O18910.2|OPSG_RABIT,sp|P41592.1|OPSR_ANOCA,sp|P22329.1|OPSR_CHICK,sp|P87367.1|OPSR_ORYLA,sp|P32313.1|OPSR_CARAU,sp|O12948.1|OPSR_XENLA,sp|Q9W6A7.1|OPSR1_DANRE,sp|P22332.2|OPSR_PSAFA,sp|Q8AYN0.1|OPSR2_DANRE,sp|P35358.1|OPSG_GEKGE,sp|P22331.1|OPSG2_PSAFA,sp|P22330.1|OPSG1_PSAFA,sp|O18911.1|OPSG_ODOVI,sp|Q90215.1|OPSD2_ANGAN,sp|P79756.1|OPSD_GAMAF,sp|O42490.1|OPSP_PETMA
sp|Q28886.1|OPSD_MACFA,0.504,0.504,0.513,0.522,0.509,0.524,0.505,0.49,0.492,0.534,0.516,0.515,0.45099999999999996,0.476,0.259,0.261,0.10699999999999998,0.42800000000000005,0.15500000000000003,0.471,0.43999999999999995,0.28900000000000003,0.45399999999999996,0.257,0.15000000000000002,0.29700000000000004,0.15800000000000003,0.15100000000000002,0.125,0.18200000000000005,0.17400000000000004,0.257,0.062000000000000055,0.14800000000000002,0.254,0.05500000000000005,0.0,0.062000000000000055,0.11699999999999999,0.05600000000000005,0.06399999999999995,0.07799999999999996,0.07699999999999996,0.049000000000000044,0.07599999999999996,0.267,0.05900000000000005,0.118,0.07499999999999996,0.266,0.061000000000000054,0.13,0.08699999999999997,0.19099999999999995,0.14200000000000002,0.08499999999999996,0.15200000000000002,0.16000000000000003,0.04400000000000004,0.08699999999999997,0.06699999999999995,0.05600000000000005,0.17800000000000005,0.136,0.20799999999999996,0.20599999999999996,0.052000000000000046,0.18500000000000005,0.20999999999999996,0.22099999999999997,0.05500000000000005,0.28200000000000003,0.20499999999999996,0.20799999999999996,0.21399999999999997,0.21099999999999997,0.22099999999999997,0.22299999999999998,0.17600000000000005,0.20899999999999996,0.19599999999999995,0.19499999999999995,0.18999999999999995,0.469,0.18600000000000005,0.554,0.19499999999999995,0.5389999999999999,0.18100000000000005,0.19399999999999995,0.19799999999999995,0.5389999999999999,0.19099999999999995,0.19999999999999996,0.16500000000000004,0.19499999999999995,0.542,0.5409999999999999,0.18899999999999995,0.18400000000000005,0.542,0.536,0.5389999999999999,0.5429999999999999,0.542,0.544,0.5449999999999999,0.5489999999999999,0.546,0.5429999999999999,0.556,0.552,0.546,0.55,0.5449999999999999,0.548,0.5349999999999999,0.53,0.5369999999999999,0.526,0.14200000000000002,0.19999999999999996,0.514
sp|O62795.1|OPSD_PAGGO,0.504,0.504,0.51,0.523,0.511,0.509,0.505,0.491,0.493,0.531,0.528,0.52,0.45299999999999996,0.46699999999999997,0.258,0.26,0.11399999999999999,0.42200000000000004,0.15900000000000003,0.486,0.44199999999999995,0.29000000000000004,0.45099999999999996,0.262,0.15500000000000003,0.29900000000000004,0.15100000000000002,0.15600000000000003,0.123,0.17200000000000004,0.16200000000000003,0.252,0.06599999999999995,0.15700000000000003,0.262,0.06399999999999995,0.062000000000000055,0.0,0.11699999999999999,0.03700000000000003,0.06299999999999994,0.07899999999999996,0.07799999999999996,0.052000000000000046,0.07399999999999995,0.266,0.06399999999999995,0.133,0.06899999999999995,0.265,0.06799999999999995,0.138,0.08099999999999996,0.18700000000000006,0.14700000000000002,0.08399999999999996,0.16000000000000003,0.15600000000000003,0.06000000000000005,0.08599999999999997,0.07599999999999996,0.061000000000000054,0.18200000000000005,0.14,0.20599999999999996,0.19999999999999996,0.05300000000000005,0.19099999999999995,0.20199999999999996,0.21899999999999997,0.06599999999999995,0.28,0.19999999999999996,0.20299999999999996,0.21099999999999997,0.20599999999999996,0.21999999999999997,0.22099999999999997,0.17900000000000005,0.20499999999999996,0.19899999999999995,0.19799999999999995,0.19699999999999995,0.46099999999999997,0.18899999999999995,0.5609999999999999,0.19999999999999996,0.5429999999999999,0.18600000000000005,0.20099999999999996,0.19899999999999995,0.5469999999999999,0.19799999999999995,0.20399999999999996,0.16400000000000003,0.20099999999999996,0.55,0.542,0.19299999999999995,0.18100000000000005,0.546,0.5409999999999999,0.5549999999999999,0.556,0.552,0.554,0.552,0.556,0.552,0.552,0.5569999999999999,0.5640000000000001,0.5509999999999999,0.5529999999999999,0.5489999999999999,0.552,0.556,0.558,0.556,0.532,0.15800000000000003,0.20599999999999996,0.509
sp|P52202.1|OPSD_ALLMI,0.497,0.497,0.499,0.518,0.508,0.508,0.492,0.489,0.478,0.527,0.522,0.522,0.44899999999999995,0.48,0.252,0.25,0.126,0.41700000000000004,0.131,0.474,0.44699999999999995,0.28700000000000003,0.471,0.255,0.135,0.28800000000000003,0.137,0.134,0.118,0.17500000000000004,0.15800000000000003,0.239,0.125,0.17800000000000005,0.247,0.10399999999999998,0.11699999999999999,0.11699999999999999,0.0,0.11399999999999999,0.11499999999999999,0.124,0.121,0.10299999999999998,0.121,0.26,0.11499999999999999,0.08799999999999997,0.122,0.242,0.11499999999999999,0.131,0.126,0.16100000000000003,0.132,0.131,0.17000000000000004,0.15300000000000002,0.11199999999999999,0.133,0.12,0.124,0.18899999999999995,0.138,0.21399999999999997,0.22199999999999998,0.10399999999999998,0.19699999999999995,0.22899999999999998,0.237,0.12,0.279,0.22399999999999998,0.21599999999999997,0.22899999999999998,0.22899999999999998,0.23299999999999998,0.236,0.18300000000000005,0.23099999999999998,0.19599999999999995,0.19599999999999995,0.19199999999999995,0.46699999999999997,0.19399999999999995,0.558,0.19699999999999995,0.542,0.19099999999999995,0.20699999999999996,0.21099999999999997,0.552,0.20199999999999996,0.19999999999999996,0.17800000000000005,0.20599999999999996,0.556,0.544,0.20599999999999996,0.16000000000000003,0.5449999999999999,0.542,0.546,0.544,0.556,0.558,0.558,0.562,0.542,0.544,0.5529999999999999,0.56,0.544,0.5509999999999999,0.5469999999999999,0.548,0.546,0.552,0.552,0.5369999999999999,0.16500000000000004,0.20199999999999996,0.536
sp|O62794.1|OPSD_PHOVI,0.505,0.505,0.511,0.525,0.512,0.51,0.506,0.492,0.494,0.527,0.524,0.52,0.45299999999999996,0.46699999999999997,0.254,0.259,0.10799999999999998,0.42100000000000004,0.15700000000000003,0.483,0.44199999999999995,0.28900000000000003,0.45099999999999996,0.259,0.15300000000000002,0.29800000000000004,0.15200000000000002,0.15300000000000002,0.126,0.17500000000000004,0.16200000000000003,0.248,0.06000000000000005,0.15700000000000003,0.261,0.05900000000000005,0.05600000000000005,0.03700000000000003,0.11399999999999999,0.0,0.05700000000000005,0.07499999999999996,0.07599999999999996,0.04600000000000004,0.07399999999999995,0.265,0.05800000000000005,0.131,0.06499999999999995,0.263,0.06299999999999994,0.133,0.08399999999999996,0.18700000000000006,0.14100000000000001,0.08299999999999996,0.15800000000000003,0.15400000000000003,0.05800000000000005,0.08499999999999996,0.06799999999999995,0.06000000000000005,0.18000000000000005,0.138,0.20499999999999996,0.19899999999999995,0.04800000000000004,0.18799999999999994,0.20399999999999996,0.21799999999999997,0.061000000000000054,0.279,0.19999999999999996,0.20499999999999996,0.20999999999999996,0.20599999999999996,0.21799999999999997,0.21999999999999997,0.17700000000000005,0.20499999999999996,0.19399999999999995,0.19299999999999995,0.19099999999999995,0.45799999999999996,0.18700000000000006,0.56,0.19499999999999995,0.542,0.18100000000000005,0.19599999999999995,0.19399999999999995,0.546,0.19199999999999995,0.19899999999999995,0.16200000000000003,0.19599999999999995,0.5489999999999999,0.5409999999999999,0.18799999999999994,0.17900000000000005,0.5449999999999999,0.54,0.554,0.5549999999999999,0.5509999999999999,0.5529999999999999,0.5509999999999999,0.5549999999999999,0.5509999999999999,0.5509999999999999,0.556,0.5640000000000001,0.55,0.552,0.548,0.5509999999999999,0.5549999999999999,0.5569999999999999,0.5549999999999999,0.531,0.15200000000000002,0.20099999999999996,0.511
sp|Q769E8.1|OPSD_OTOCR,0.506,0.506,0.512,0.525,0.511,0.522,0.508,0.488,0.491,0.5349999999999999,0.519,0.518,0.45099999999999996,0.472,0.258,0.256,0.10599999999999998,0.43100000000000005,0.16100000000000003,0.469,0.44499999999999995,0.29500000000000004,0.45199999999999996,0.271,0.15700000000000003,0.30100000000000005,0.17500000000000004,0.15700000000000003,0.135,0.18300000000000005,0.17400000000000004,0.267,0.06399999999999995,0.15200000000000002,0.262,0.06599999999999995,0.06399999999999995,0.06299999999999994,0.11499999999999999,0.05700000000000005,0.0,0.06899999999999995,0.08299999999999996,0.05500000000000005,0.07599999999999996,0.263,0.06000000000000005,0.121,0.06599999999999995,0.272,0.05700000000000005,0.139,0.08799999999999997,0.19699999999999995,0.15100000000000002,0.08499999999999996,0.15200000000000002,0.16300000000000003,0.06499999999999995,0.08799999999999997,0.06599999999999995,0.05600000000000005,0.17800000000000005,0.14700000000000002,0.20599999999999996,0.20599999999999996,0.061000000000000054,0.18300000000000005,0.21099999999999997,0.21599999999999997,0.06899999999999995,0.281,0.20599999999999996,0.20799999999999996,0.21399999999999997,0.20999999999999996,0.21399999999999997,0.21799999999999997,0.16700000000000004,0.20899999999999996,0.19399999999999995,0.19199999999999995,0.17800000000000005,0.46399999999999997,0.17500000000000004,0.5589999999999999,0.18200000000000005,0.5389999999999999,0.17900000000000005,0.18700000000000006,0.18700000000000006,0.544,0.18300000000000005,0.18899999999999995,0.14400000000000002,0.18600000000000005,0.546,0.5469999999999999,0.18000000000000005,0.18500000000000005,0.546,0.54,0.5409999999999999,0.5509999999999999,0.5469999999999999,0.55,0.5489999999999999,0.5569999999999999,0.5449999999999999,0.544,0.554,0.552,0.548,0.55,0.5409999999999999,0.548,0.53,0.558,0.5640000000000001,0.524,0.15200000000000002,0.19099999999999995,0.516
sp|P02699.1|OPSD_BOVIN,0.508,0.508,0.513,0.523,0.51,0.51,0.504,0.49,0.49,0.516,0.52,0.513,0.45099999999999996,0.46799999999999997,0.262,0.257,0.10699999999999998,0.42700000000000005,0.16300000000000003,0.46099999999999997,0.44399999999999995,0.29900000000000004,0.45099999999999996,0.271,0.15900000000000003,0.30500000000000005,0.16500000000000004,0.16000000000000003,0.14200000000000002,0.18400000000000005,0.18700000000000006,0.259,0.07799999999999996,0.17100000000000004,0.259,0.07799999999999996,0.07799999999999996,0.07899999999999996,0.124,0.07499999999999996,0.06899999999999995,0.0,0.08799999999999997,0.06499999999999995,0.08199999999999996,0.266,0.07699999999999996,0.138,0.07599999999999996,0.268,0.07799999999999996,0.14600000000000002,0.08799999999999997,0.20099999999999996,0.15900000000000003,0.08299999999999996,0.16800000000000004,0.16200000000000003,0.07599999999999996,0.08499999999999996,0.05900000000000005,0.06699999999999995,0.17300000000000004,0.15500000000000003,0.20499999999999996,0.20499999999999996,0.06699999999999995,0.18600000000000005,0.20599999999999996,0.21699999999999997,0.07899999999999996,0.28500000000000003,0.20499999999999996,0.20499999999999996,0.20999999999999996,0.20599999999999996,0.21699999999999997,0.21899999999999997,0.17500000000000004,0.20499999999999996,0.18999999999999995,0.18799999999999994,0.18100000000000005,0.45899999999999996,0.18000000000000005,0.556,0.18400000000000005,0.542,0.17800000000000005,0.18400000000000005,0.18300000000000005,0.5409999999999999,0.18000000000000005,0.18999999999999995,0.15500000000000003,0.19199999999999995,0.544,0.538,0.17700000000000005,0.18000000000000005,0.542,0.5369999999999999,0.5389999999999999,0.5329999999999999,0.546,0.548,0.55,0.552,0.546,0.5469999999999999,0.556,0.5569999999999999,0.544,0.5489999999999999,0.546,0.546,0.554,0.53,0.528,0.532,0.14900000000000002,0.19399999999999995,0.504
sp|Q68J47.1|OPSD_LOXAF,0.506,0.506,0.511,0.523,0.51,0.513,0.507,0.49,0.491,0.517,0.518,0.519,0.45299999999999996,0.471,0.263,0.261,0.11199999999999999,0.43600000000000005,0.15000000000000002,0.473,0.44599999999999995,0.29400000000000004,0.45799999999999996,0.267,0.14200000000000002,0.30300000000000005,0.16500000000000004,0.14600000000000002,0.119,0.16800000000000004,0.17400000000000004,0.265,0.08499999999999996,0.14900000000000002,0.261,0.07599999999999996,0.07699999999999996,0.07799999999999996,0.121,0.07599999999999996,0.08299999999999996,0.08799999999999997,0.0,0.062000000000000055,0.07799999999999996,0.266,0.07899999999999996,0.135,0.08299999999999996,0.256,0.08299999999999996,0.127,0.09299999999999997,0.19199999999999995,0.135,0.08799999999999997,0.14300000000000002,0.16600000000000004,0.07499999999999996,0.08899999999999997,0.07999999999999996,0.07099999999999995,0.16500000000000004,0.134,0.20799999999999996,0.20199999999999996,0.06699999999999995,0.17200000000000004,0.20399999999999996,0.21999999999999997,0.061000000000000054,0.28400000000000003,0.20299999999999996,0.20499999999999996,0.21599999999999997,0.21299999999999997,0.21699999999999997,0.22199999999999998,0.17400000000000004,0.21099999999999997,0.19199999999999995,0.19099999999999995,0.18600000000000005,0.46399999999999997,0.18500000000000005,0.563,0.18999999999999995,0.5469999999999999,0.17300000000000004,0.19199999999999995,0.18899999999999995,0.5489999999999999,0.18200000000000005,0.18999999999999995,0.15900000000000003,0.19599999999999995,0.5509999999999999,0.5449999999999999,0.18500000000000005,0.18799999999999994,0.55,0.5429999999999999,0.5609999999999999,0.5609999999999999,0.556,0.5589999999999999,0.558,0.562,0.5569999999999999,0.5569999999999999,0.5680000000000001,0.575,0.5569999999999999,0.5640000000000001,0.5589999999999999,0.562,0.5589999999999999,0.558,0.5569999999999999,0.5389999999999999,0.14700000000000002,0.19699999999999995,0.525
sp|Q95KU1.1|OPSD_FELCA,0.507,0.507,0.511,0.522,0.509,0.511,0.506,0.49,0.489,0.519,0.519,0.515,0.44899999999999995,0.46399999999999997,0.247,0.248,0.09699999999999998,0.42900000000000005,0.14900000000000002,0.46499999999999997,0.43999999999999995,0.28400000000000003,0.44899999999999995,0.255,0.14500000000000002,0.29200000000000004,0.14700000000000002,0.14600000000000002,0.124,0.17500000000000004,0.16900000000000004,0.245,0.05500000000000005,0.14600000000000002,0.249,0.049000000000000044,0.049000000000000044,0.052000000000000046,0.10299999999999998,0.04600000000000004,0.05500000000000005,0.06499999999999995,0.062000000000000055,0.0,0.05900000000000005,0.257,0.049000000000000044,0.11299999999999999,0.062000000000000055,0.246,0.05400000000000005,0.127,0.07299999999999995,0.18500000000000005,0.136,0.06899999999999995,0.14700000000000002,0.15100000000000002,0.050000000000000044,0.07099999999999995,0.05500000000000005,0.04700000000000004,0.16900000000000004,0.133,0.20099999999999996,0.19699999999999995,0.04300000000000004,0.17800000000000005,0.20199999999999996,0.21199999999999997,0.049000000000000044,0.272,0.19699999999999995,0.20099999999999996,0.20599999999999996,0.20199999999999996,0.21199999999999997,0.21399999999999997,0.16900000000000004,0.20099999999999996,0.18700000000000006,0.18600000000000005,0.18000000000000005,0.46399999999999997,0.18000000000000005,0.5549999999999999,0.18300000000000005,0.5389999999999999,0.17200000000000004,0.18600000000000005,0.18700000000000006,0.5409999999999999,0.18300000000000005,0.18799999999999994,0.15400000000000003,0.18799999999999994,0.5429999999999999,0.538,0.17900000000000005,0.17500000000000004,0.542,0.5369999999999999,0.5529999999999999,0.5529999999999999,0.5469999999999999,0.55,0.5489999999999999,0.5529999999999999,0.546,0.546,0.558,0.5640000000000001,0.546,0.5529999999999999,0.548,0.5509999999999999,0.5469999999999999,0.5549999999999999,0.5529999999999999,0.529,0.14,0.18999999999999995,0.509
sp|O62791.1|OPSD_DELDE,0.508,0.508,0.511,0.522,0.509,0.516,0.51,0.491,0.486,0.527,0.527,0.506,0.44099999999999995,0.45699999999999996,0.255,0.255,0.11199999999999999,0.41800000000000004,0.16100000000000003,0.478,0.43500000000000005,0.29100000000000004,0.44399999999999995,0.255,0.15600000000000003,0.30100000000000005,0.16200000000000003,0.15700000000000003,0.127,0.17000000000000004,0.17300000000000004,0.263,0.08299999999999996,0.15300000000000002,0.257,0.06999999999999995,0.07599999999999996,0.07399999999999995,0.121,0.07399999999999995,0.07599999999999996,0.08199999999999996,0.07799999999999996,0.05900000000000005,0.0,0.264,0.07699999999999996,0.12,0.08699999999999997,0.263,0.07699999999999996,0.136,0.05800000000000005,0.19599999999999995,0.14500000000000002,0.04700000000000004,0.15100000000000002,0.15600000000000003,0.07499999999999996,0.050000000000000044,0.07399999999999995,0.05600000000000005,0.17800000000000005,0.14700000000000002,0.20999999999999996,0.20499999999999996,0.06499999999999995,0.18600000000000005,0.20999999999999996,0.22099999999999997,0.07699999999999996,0.278,0.20799999999999996,0.20999999999999996,0.21399999999999997,0.21099999999999997,0.21999999999999997,0.22299999999999998,0.18100000000000005,0.20899999999999996,0.19999999999999996,0.19899999999999995,0.19299999999999995,0.472,0.19199999999999995,0.567,0.19199999999999995,0.5469999999999999,0.18000000000000005,0.19599999999999995,0.19199999999999995,0.55,0.18799999999999994,0.19499999999999995,0.17000000000000004,0.19699999999999995,0.552,0.5449999999999999,0.18899999999999995,0.18100000000000005,0.55,0.544,0.5609999999999999,0.542,0.5569999999999999,0.56,0.5589999999999999,0.5489999999999999,0.556,0.554,0.567,0.5700000000000001,0.556,0.56,0.5569999999999999,0.56,0.5569999999999999,0.54,0.542,0.5409999999999999,0.15400000000000003,0.19799999999999995,0.521
sp|P32312.1|OPSG2_CARAU,0.475,0.475,0.476,0.495,0.485,0.483,0.494,0.478,0.45599999999999996,0.494,0.477,0.477,0.43400000000000005,0.473,0.08999999999999997,0.07199999999999995,0.273,0.392,0.264,0.47,0.40900000000000003,0.14700000000000002,0.44499999999999995,0.21399999999999997,0.259,0.17800000000000005,0.266,0.264,0.266,0.262,0.266,0.20099999999999996,0.271,0.29200000000000004,0.08899999999999997,0.26,0.267,0.266,0.26,0.265,0.263,0.266,0.266,0.257,0.264,0.0,0.271,0.262,0.269,0.20199999999999996,0.271,0.25,0.271,0.27,0.254,0.275,0.28800000000000003,0.22099999999999997,0.262,0.277,0.267,0.256,0.31399999999999995,0.259,0.31599999999999995,0.32399999999999995,0.257,0.29600000000000004,0.32799999999999996,0.32599999999999996,0.266,0.137,0.32699999999999996,0.31699999999999995,0.33299999999999996,0.32899999999999996,0.32699999999999996,0.32799999999999996,0.30900000000000005,0.32699999999999996,0.31599999999999995,0.32099999999999995,0.30700000000000005,0.473,0.31200000000000006,0.562,0.30800000000000005,0.5569999999999999,0.31200000000000006,0.31499999999999995,0.31999999999999995,0.56,0.31499999999999995,0.30300000000000005,0.30200000000000005,0.31399999999999995,0.563,0.562,0.31999999999999995,0.22999999999999998,0.552,0.5529999999999999,0.548,0.546,0.5609999999999999,0.558,0.5569999999999999,0.5700000000000001,0.54,0.534,0.5449999999999999,0.5469999999999999,0.5569999999999999,0.532,0.536,0.5369999999999999,0.55,0.5429999999999999,0.55,0.5429999999999999,0.279,0.30300000000000005,0.517
sp|P15409.2|OPSD_MOUSE,0.506,0.506,0.51,0.522,0.508,0.524,0.505,0.49,0.487,0.532,0.52,0.518,0.45199999999999996,0.472,0.258,0.262,0.10799999999999998,0.41800000000000004,0.15200000000000002,0.471,0.44299999999999995,0.29500000000000004,0.469,0.262,0.14800000000000002,0.30300000000000005,0.16000000000000003,0.14800000000000002,0.131,0.18200000000000005,0.17800000000000005,0.266,0.04600000000000004,0.15700000000000003,0.263,0.05900000000000005,0.05900000000000005,0.06399999999999995,0.11499999999999999,0.05800000000000005,0.06000000000000005,0.07699999999999996,0.07899999999999996,0.049000000000000044,0.07699999999999996,0.271,0.0,0.124,0.06399999999999995,0.269,0.049000000000000044,0.128,0.08799999999999997,0.19399999999999995,0.136,0.08599999999999997,0.15400000000000003,0.16100000000000003,0.06000000000000005,0.08899999999999997,0.06599999999999995,0.06299999999999994,0.17900000000000005,0.133,0.20599999999999996,0.20299999999999996,0.05600000000000005,0.18600000000000005,0.20699999999999996,0.21999999999999997,0.06699999999999995,0.28200000000000003,0.20299999999999996,0.20299999999999996,0.21099999999999997,0.20799999999999996,0.21899999999999997,0.22199999999999998,0.17500000000000004,0.20699999999999996,0.19499999999999995,0.19399999999999995,0.18700000000000006,0.46599999999999997,0.18700000000000006,0.5409999999999999,0.18700000000000006,0.536,0.17800000000000005,0.19699999999999995,0.19799999999999995,0.538,0.19099999999999995,0.19599999999999995,0.16400000000000003,0.19399999999999995,0.5409999999999999,0.5489999999999999,0.18999999999999995,0.18400000000000005,0.5389999999999999,0.534,0.556,0.556,0.5529999999999999,0.5549999999999999,0.552,0.558,0.548,0.548,0.56,0.5549999999999999,0.55,0.5509999999999999,0.55,0.552,0.5389999999999999,0.5609999999999999,0.5589999999999999,0.5349999999999999,0.14900000000000002,0.19599999999999995,0.526
sp|P22328.1|OPSD_CHICK,0.501,0.501,0.503,0.516,0.503,0.509,0.498,0.492,0.487,0.498,0.514,0.512,0.45399999999999996,0.487,0.258,0.256,0.128,0.42600000000000005,0.137,0.471,0.45099999999999996,0.28,0.479,0.248,0.133,0.29000000000000004,0.131,0.136,0.125,0.17100000000000004,0.15500000000000003,0.236,0.134,0.16800000000000004,0.248,0.10999999999999999,0.118,0.133,0.08799999999999997,0.131,0.121,0.138,0.135,0.11299999999999999,0.12,0.262,0.124,0.0,0.128,0.242,0.13,0.126,0.133,0.17300000000000004,0.14,0.13,0.16500000000000004,0.16100000000000003,0.121,0.133,0.135,0.123,0.18400000000000005,0.134,0.22399999999999998,0.21999999999999997,0.118,0.18799999999999994,0.22299999999999998,0.22999999999999998,0.131,0.28400000000000003,0.22299999999999998,0.22299999999999998,0.22599999999999998,0.22399999999999998,0.22999999999999998,0.23199999999999998,0.19099999999999995,0.22199999999999998,0.19499999999999995,0.19499999999999995,0.19099999999999995,0.46399999999999997,0.19699999999999995,0.5589999999999999,0.19599999999999995,0.5469999999999999,0.19099999999999995,0.20699999999999996,0.20899999999999996,0.563,0.20099999999999996,0.20099999999999996,0.17800000000000005,0.20899999999999996,0.567,0.5569999999999999,0.20099999999999996,0.16800000000000004,0.548,0.546,0.5549999999999999,0.558,0.5529999999999999,0.5549999999999999,0.5549999999999999,0.5589999999999999,0.54,0.5369999999999999,0.554,0.562,0.554,0.5509999999999999,0.552,0.5489999999999999,0.5469999999999999,0.554,0.5549999999999999,0.531,0.16500000000000004,0.20299999999999996,0.516
